,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,NObeyesdad,lifestyle
5854,1,2,2,1,0,2,0,2,1,1,3,-2
6140,1,2,3,2,0,3,0,1,1,0,3,-2
6222,1,3,3,2,0,2,0,2,1,2,3,-2
6241,0,2,3,1,0,2,0,1,1,0,3,-2
6281,1,2,2,1,0,2,0,2,1,1,3,-2
6461,0,1,3,1,0,1,0,0,1,0,3,-2
6515,0,3,3,1,0,2,0,2,1,1,3,-2
6644,1,1,3,1,0,2,0,3,0,2,3,-2
6682,1,3,3,2,0,2,0,3,0,2,3,-2
6793,1,2,3,1,0,2,0,2,1,1,3,-2
6895,1,2,3,1,0,2,0,3,0,1,3,-2
6956,1,3,3,1,0,1,0,2,1,1,3,-2
7003,1,2,2,1,0,2,0,2,1,1,3,-2
7059,1,2,3,1,0,1,0,1,1,0,3,-2
7244,0,3,4,2,0,2,0,0,2,1,3,-2
7290,1,2,3,1,0,2,0,2,1,1,3,-2
7417,0,3,3,1,0,2,0,2,1,1,3,-2
7455,1,3,3,2,0,1,0,1,1,1,3,-2
7609,1,2,3,1,0,2,0,2,1,1,3,-2
7626,0,2,3,1,0,2,0,2,0,0,3,-2
7758,0,2,3,1,0,2,0,0,2,0,3,-2
7950,1,2,2,1,0,1,0,0,2,0,3,-2
8363,0,2,3,1,0,1,0,2,0,1,3,-2
8443,0,2,2,1,0,2,0,1,1,0,3,-2
8448,1,2,3,1,0,1,0,1,1,0,3,-2
8519,1,2,3,1,0,2,0,2,1,1,3,-2
8722,1,2,1,1,0,2,0,2,1,1,3,-2
8907,1,2,1,1,0,2,0,2,1,1,3,-2
8955,0,2,2,1,0,1,0,1,1,1,3,-2
8981,0,2,3,1,0,2,0,1,1,0,3,-2
9139,0,2,2,1,0,2,0,2,0,0,3,-2
9203,0,2,1,1,0,2,0,1,1,0,3,-2
9280,0,1,2,1,0,1,0,0,1,0,3,-2
9286,0,3,3,1,0,1,0,1,1,0,3,-2
9300,1,2,2,1,0,1,0,1,1,0,3,-2
9354,1,2,3,1,0,2,0,2,1,1,3,-2
9360,1,2,3,1,0,3,0,3,0,0,3,-2
9591,1,2,3,1,0,1,0,1,1,0,3,-2
9663,1,1,3,2,0,2,0,1,1,2,3,-2
9688,1,2,3,1,0,2,0,2,1,1,3,-2
9689,0,2,1,1,0,2,0,2,0,0,3,-2
9696,1,2,3,2,0,2,0,1,1,1,3,-2
9799,1,2,3,1,1,3,0,2,1,0,3,-2
9851,1,1,1,1,0,2,0,1,1,0,3,-2
9888,0,3,3,1,0,2,0,2,1,1,3,-2
10003,1,2,3,1,0,2,0,2,1,1,3,-2
10121,0,3,3,2,0,1,0,1,1,2,3,-2
10353,1,3,3,2,0,2,0,1,1,0,3,-2
10417,1,2,3,1,0,3,0,3,0,0,3,-2
10438,0,1,3,1,0,1,0,1,0,0,3,-2
10461,0,2,1,1,0,2,0,1,1,0,3,-2
10500,1,1,2,1,0,2,0,1,1,0,3,-2
10549,1,2,3,1,0,3,0,2,1,0,3,-2
10557,0,2,1,1,0,2,0,0,2,0,3,-2
10558,0,2,1,1,0,2,0,2,0,0,3,-2
10655,1,2,3,1,0,2,0,2,1,1,3,-2
10838,1,2,3,1,1,2,0,2,1,1,3,-2
10877,1,3,3,1,0,2,0,3,0,0,3,-2
10910,1,2,3,1,0,1,0,1,1,0,3,-2
10916,1,2,1,1,0,2,0,2,1,1,3,-2
10967,1,2,3,1,0,2,0,2,1,1,3,-2
11209,1,2,3,1,0,2,0,1,2,1,3,-2
11386,1,2,3,1,0,2,0,3,0,1,3,-2
11444,0,2,3,1,0,2,0,1,1,0,3,-2
11470,0,2,3,1,0,1,0,1,1,1,3,-2
11605,1,2,3,2,0,2,0,1,1,1,3,-2
11808,1,2,2,1,0,2,0,1,2,1,3,-2
11826,0,3,3,1,0,3,1,1,1,0,3,-2
11930,1,2,1,1,0,2,0,2,1,1,3,-2
11931,1,2,3,2,0,2,0,1,1,1,3,-2
11938,0,2,4,2,0,2,0,0,1,0,3,-2
11964,0,3,3,1,0,2,0,3,0,1,3,-2
11985,0,2,3,1,0,2,0,1,1,0,3,-2
11995,0,2,3,1,0,2,0,1,1,0,3,-2
12235,1,2,3,2,0,2,0,2,0,1,3,-2
12463,1,2,3,2,0,1,0,1,1,2,3,-2
12496,1,1,3,2,0,2,0,1,1,2,3,-2
12560,1,2,2,1,0,1,0,1,1,0,3,-2
12561,0,2,3,1,0,2,0,1,1,0,3,-2
12600,1,2,3,1,0,2,0,2,1,1,3,-2
12681,1,2,2,1,0,2,0,2,1,1,3,-2
13012,1,2,3,2,1,1,0,0,2,2,3,-2
13028,0,2,3,1,0,3,0,3,0,1,3,-2
13174,1,1,1,1,0,1,0,0,2,1,3,-2
13253,1,3,1,2,0,2,0,2,0,0,3,-2
13415,1,2,1,1,0,2,0,1,2,1,3,-2
13490,1,2,3,1,0,2,0,2,1,1,3,-2
13743,0,3,3,1,0,3,0,2,1,0,3,-2
13788,0,2,3,1,0,2,0,1,1,0,3,-2
14170,1,2,2,1,0,1,0,1,1,0,3,-2
14275,0,3,1,2,0,2,0,1,1,1,3,-2
14518,1,2,3,1,0,2,0,3,0,1,3,-2
14530,1,1,1,1,0,2,0,1,1,0,3,-2
14613,0,2,3,1,0,2,0,1,1,0,3,-2
14683,1,2,3,2,0,2,0,0,2,1,3,-2
14885,0,2,3,2,0,3,0,1,1,1,3,-2
14895,1,2,3,1,0,2,0,2,1,1,3,-2
14931,0,2,2,1,0,2,0,1,1,0,3,-2
14950,1,2,3,1,0,2,0,2,1,1,3,-2
15047,0,3,2,1,0,1,0,1,1,0,3,-2
15174,1,2,3,1,0,2,0,2,1,1,3,-2
15264,1,2,3,1,0,1,0,1,1,0,3,-2
15267,0,2,3,1,0,2,0,2,0,0,3,-2
15314,1,2,3,1,0,2,0,3,0,1,3,-2
15390,0,2,3,1,0,1,0,1,1,1,3,-2
15432,1,2,1,1,0,1,0,1,1,0,3,-2
15638,0,3,4,2,0,2,0,1,1,1,3,-2
15721,0,1,3,1,0,1,0,1,0,0,3,-2
15906,1,2,3,1,0,3,0,2,1,0,3,-2
15917,1,2,3,1,0,2,0,1,2,1,3,-2
15968,1,1,3,1,0,2,0,0,2,0,3,-2
15981,0,3,3,2,0,3,0,2,1,2,3,-2
16027,1,2,3,1,0,2,0,2,1,1,3,-2
16294,0,2,3,1,0,2,0,1,1,0,3,-2
16355,1,3,3,2,0,2,0,0,2,0,3,-2
16530,1,2,3,1,0,2,0,1,2,1,3,-2
16642,1,3,3,2,0,2,0,2,0,0,3,-2
16795,1,2,1,1,0,2,0,2,1,1,3,-2
16800,1,3,3,1,0,2,0,2,1,0,3,-2
16867,0,2,3,1,0,2,0,1,1,0,3,-2
17096,1,2,1,1,0,2,0,2,1,1,3,-2
17117,1,3,1,2,0,3,0,3,0,1,3,-2
17238,0,3,3,1,0,1,0,1,1,0,3,-2
17313,0,2,3,1,0,2,0,2,0,0,3,-2
17329,1,2,1,3,0,3,0,1,0,0,3,-2
17407,0,2,3,1,0,2,0,1,1,0,3,-2
17597,1,2,3,2,0,2,0,1,1,1,3,-2
17851,0,2,3,1,0,2,0,1,1,0,3,-2
18155,1,2,3,2,0,2,0,0,2,1,3,-2
18185,1,2,3,1,0,2,0,2,1,1,3,-2
18269,0,3,3,2,0,1,0,1,0,0,3,-2
18421,1,2,1,1,0,2,0,2,1,1,3,-2
18449,1,2,2,1,0,1,0,1,1,0,3,-2
18530,1,3,3,1,0,2,0,2,1,0,3,-2
18634,0,2,3,1,0,2,0,0,2,0,3,-2
18802,1,2,3,1,0,3,0,3,0,0,3,-2
18851,1,2,3,1,0,3,0,3,0,0,3,-2
18876,1,2,3,3,0,2,0,0,1,1,3,-2
18995,1,2,1,1,0,1,0,1,1,0,3,-2
18999,1,2,3,2,0,2,0,1,1,1,3,-2
19034,0,2,3,2,0,2,0,1,1,2,3,-2
19138,0,2,3,1,0,3,0,3,0,1,3,-2
19196,0,2,3,1,0,1,0,1,1,1,3,-2
19276,1,2,3,1,0,2,0,2,1,1,3,-2
19324,1,2,3,1,0,2,1,2,0,1,3,-2
19394,0,2,3,1,0,1,0,1,1,1,3,-2
19396,0,3,3,1,0,3,1,3,0,2,3,-2
19455,1,2,1,1,0,2,0,2,1,1,3,-2
19542,1,2,3,1,0,2,0,1,2,1,3,-2
19605,0,2,3,1,0,2,0,1,1,0,3,-2
19615,0,3,1,2,0,3,0,3,0,2,3,-2
19702,1,2,3,1,0,2,0,1,2,1,3,-2
19713,0,2,2,1,0,1,0,1,1,1,3,-2
19734,1,2,1,1,0,1,0,1,1,0,3,-2
19820,1,3,3,3,0,1,0,1,0,1,3,-2
19871,1,2,3,1,0,3,0,3,0,0,3,-2
20010,0,2,3,1,0,3,0,2,1,1,3,-2
20271,1,2,1,1,0,1,0,1,1,0,3,-2
20727,1,2,3,1,0,1,0,2,0,0,3,-2
16,0,3,3,3,0,2,0,0,0,0,3,-1
36,1,2,3,1,0,3,0,2,1,1,3,-1
139,0,3,3,1,0,2,0,1,1,0,3,-1
154,1,3,3,2,0,1,0,1,0,0,3,-1
314,1,2,3,1,0,2,0,1,1,0,3,-1
353,0,2,3,1,0,1,0,1,0,0,3,-1
366,1,2,3,1,0,1,0,0,2,1,3,-1
438,1,2,1,1,0,2,0,2,0,0,3,-1
458,1,3,3,1,0,2,0,1,2,1,3,-1
470,0,2,3,1,0,1,0,1,0,0,3,-1
645,1,2,1,1,0,1,0,1,1,1,3,-1
689,1,2,3,1,0,2,0,2,0,0,3,-1
764,0,2,3,1,0,2,0,1,1,1,3,-1
783,1,3,3,1,0,1,0,1,1,0,3,-1
814,1,3,3,2,0,3,0,2,0,0,3,-1
854,1,2,3,1,0,2,0,0,2,0,3,-1
899,1,2,1,1,0,2,0,1,1,0,3,-1
922,1,1,3,2,0,3,0,1,1,2,3,-1
976,1,2,3,1,0,2,0,0,2,0,3,-1
1079,1,3,3,2,0,2,0,0,2,1,3,-1
1238,1,2,3,2,0,2,0,1,1,2,3,-1
1259,1,2,3,2,0,2,0,1,1,2,3,-1
1588,1,2,1,1,0,2,0,1,1,0,3,-1
1661,0,2,3,1,0,2,0,1,1,1,3,-1
1782,1,2,1,1,0,2,0,1,1,0,3,-1
1893,1,2,3,1,0,2,0,0,2,0,3,-1
1897,1,2,3,1,0,2,0,1,1,0,3,-1
2094,1,3,3,1,0,2,0,2,1,1,3,-1
2149,0,2,1,1,0,1,1,0,0,0,3,-1
2168,1,2,1,1,0,2,0,2,1,2,3,-1
2200,1,2,3,1,0,1,0,2,0,1,3,-1
2228,0,2,3,1,0,2,0,1,1,1,3,-1
2271,0,3,1,1,0,2,0,0,2,0,3,-1
2302,1,2,2,1,0,2,0,2,0,0,3,-1
2382,1,2,3,1,0,1,0,0,2,1,3,-1
2460,1,2,2,1,0,1,0,1,1,1,3,-1
2492,1,2,3,1,0,2,0,2,0,0,3,-1
2501,0,2,3,1,0,2,0,2,0,1,3,-1
2542,0,3,3,2,0,2,0,1,0,0,3,-1
2612,1,2,2,1,0,1,0,2,0,1,3,-1
2645,0,2,3,1,0,2,0,1,1,1,3,-1
2839,1,2,3,1,0,2,0,2,1,2,3,-1
2876,1,2,3,1,0,2,0,2,1,2,3,-1
2977,0,2,1,1,0,1,0,1,0,0,3,-1
2982,1,2,3,1,0,2,0,1,1,0,3,-1
2983,1,2,3,1,0,2,0,1,1,0,3,-1
3033,1,2,3,1,0,2,0,1,1,0,3,-1
3066,0,3,3,3,0,3,0,1,0,1,3,-1
3076,0,2,1,1,0,1,0,0,1,0,3,-1
3155,0,2,3,1,0,2,0,1,1,1,3,-1
3158,0,3,3,1,0,2,0,1,1,0,3,-1
3189,1,2,3,2,0,2,0,1,1,2,3,-1
3202,1,2,3,1,0,2,0,1,1,0,3,-1
3216,0,2,3,2,0,3,0,1,1,2,3,-1
3246,1,2,1,1,0,2,0,2,0,0,3,-1
3446,1,3,3,1,0,1,0,2,1,2,3,-1
3621,1,2,3,1,0,2,0,1,1,0,3,-1
3656,0,2,3,1,0,2,0,1,1,1,3,-1
3689,0,2,3,1,0,2,0,1,1,1,3,-1
3786,1,2,3,1,0,2,0,2,0,0,3,-1
3899,0,2,3,1,0,1,0,0,1,0,3,-1
3938,0,2,2,1,0,1,0,0,1,0,3,-1
4023,0,2,3,1,0,2,0,1,1,1,3,-1
4165,1,2,3,1,0,3,0,2,1,1,3,-1
4205,1,2,1,2,0,2,0,2,0,2,3,-1
4221,1,3,2,1,0,1,0,2,0,0,3,-1
4453,0,2,3,1,0,2,0,2,0,1,3,-1
4478,1,2,3,1,0,2,0,1,1,0,3,-1
4514,0,2,3,1,0,1,0,0,1,0,3,-1
4540,1,3,3,1,0,2,0,3,0,1,3,-1
4544,1,2,3,1,0,1,0,1,1,1,3,-1
4662,0,2,1,1,0,1,0,1,0,0,3,-1
4679,0,2,2,1,0,2,0,1,1,1,3,-1
4692,1,2,2,1,0,2,0,2,0,0,3,-1
4789,0,3,3,1,0,2,0,2,0,0,3,-1
4839,0,2,1,1,0,1,0,0,1,0,3,-1
4866,1,2,3,1,0,3,0,2,1,1,3,-1
5017,1,2,3,1,0,2,0,1,1,0,3,-1
5171,1,2,1,1,0,2,0,1,1,0,3,-1
5195,1,2,3,1,0,2,0,0,2,0,3,-1
5206,0,2,3,1,0,2,0,1,1,1,3,-1
5264,1,2,3,1,0,2,0,1,2,2,3,-1
5281,1,3,3,1,0,2,0,2,1,1,3,-1
5537,1,2,3,1,0,3,0,3,0,1,3,-1
5657,0,2,3,1,0,2,0,1,1,1,3,-1
5697,1,2,3,1,0,2,0,1,1,0,3,-1
5794,0,2,3,2,0,2,0,1,0,1,3,-1
5866,1,2,3,1,0,1,0,1,1,1,3,-1
5884,1,2,3,1,0,2,0,0,2,0,3,-1
5994,0,2,3,1,0,2,0,0,2,1,3,-1
6142,0,2,3,1,0,1,0,1,0,0,3,-1
6151,0,2,3,1,0,2,0,1,1,1,3,-1
6186,1,2,3,1,0,2,0,0,2,0,3,-1
6217,1,2,1,1,0,2,0,2,0,0,3,-1
6420,0,2,1,1,0,2,0,1,1,1,3,-1
6480,1,2,3,1,0,2,0,1,1,0,3,-1
6522,1,2,1,1,0,2,0,1,1,0,3,-1
6546,0,2,3,1,0,3,0,1,1,0,3,-1
6885,1,2,2,1,0,1,0,1,1,1,3,-1
7027,1,2,1,1,0,1,0,1,1,1,3,-1
7034,1,2,3,1,0,1,0,1,1,1,3,-1
7064,1,2,3,1,0,1,0,1,1,1,3,-1
7104,1,3,3,1,0,1,0,2,1,2,3,-1
7135,1,1,2,1,0,1,0,0,1,0,3,-1
7174,0,3,3,2,0,2,0,1,0,0,3,-1
7230,1,1,2,1,0,2,0,2,0,1,3,-1
7409,1,2,3,1,0,1,0,1,1,1,3,-1
7442,1,3,3,1,0,2,0,2,1,1,3,-1
7534,1,2,1,1,0,2,0,1,1,0,3,-1
7662,1,2,3,1,0,2,0,0,2,0,3,-1
7853,1,2,3,1,0,2,0,1,1,0,3,-1
8029,0,2,3,1,0,2,0,1,1,1,3,-1
8103,0,1,3,1,0,2,0,1,0,0,3,-1
8111,1,2,1,1,0,1,0,1,1,1,3,-1
8359,1,2,2,1,0,3,0,1,2,1,3,-1
8446,1,2,2,1,0,2,0,2,0,0,3,-1
8702,1,2,3,1,0,2,0,2,0,0,3,-1
8715,1,2,3,1,0,1,0,1,1,1,3,-1
8718,0,2,2,1,0,1,0,0,1,0,3,-1
8729,1,2,1,1,0,2,0,2,0,0,3,-1
8741,1,2,3,1,0,2,0,2,0,0,3,-1
8752,0,2,3,1,0,2,0,1,1,1,3,-1
8757,1,2,2,1,0,2,0,2,0,0,3,-1
8845,0,2,3,1,0,1,0,1,0,0,3,-1
9046,1,2,3,1,0,2,0,2,1,2,3,-1
9051,0,1,3,1,0,2,0,0,1,0,3,-1
9079,1,3,3,1,0,2,0,2,1,1,3,-1
9230,1,2,1,1,0,2,0,2,0,0,3,-1
9290,1,2,3,2,0,2,0,1,1,2,3,-1
9449,1,2,3,1,0,2,0,1,1,0,3,-1
9475,1,2,1,1,0,2,0,2,0,0,3,-1
9491,1,2,3,1,0,2,0,2,0,0,3,-1
9623,0,2,3,1,0,2,0,0,2,1,3,-1
9713,1,2,1,1,0,2,0,2,0,0,3,-1
9725,1,2,1,1,0,2,0,1,1,0,3,-1
9771,0,2,3,1,0,1,0,0,1,0,3,-1
9778,0,2,1,1,0,1,0,0,1,0,3,-1
9797,0,2,2,1,0,2,0,1,1,1,3,-1
9821,1,2,3,1,0,2,0,0,2,0,3,-1
9838,0,2,3,1,0,2,0,1,1,1,3,-1
9866,1,2,3,2,0,2,0,1,1,2,3,-1
9903,1,1,3,2,0,2,0,0,1,1,3,-1
10079,1,2,1,1,0,2,0,2,0,0,3,-1
10161,1,2,3,1,0,2,0,1,1,0,3,-1
10187,0,1,3,1,0,2,0,0,1,0,3,-1
10227,1,2,3,1,0,2,0,1,1,0,3,-1
10295,1,1,1,1,0,2,0,2,0,1,3,-1
10334,0,3,3,1,0,3,0,2,1,1,3,-1
10551,1,2,3,1,0,2,0,2,0,0,3,-1
10716,0,2,4,1,0,1,0,0,1,0,3,-1
10736,1,2,3,1,0,2,0,1,1,0,3,-1
10823,1,1,3,1,0,2,0,2,0,1,3,-1
10843,0,2,3,1,0,2,0,1,1,1,3,-1
10918,1,2,3,1,0,2,0,2,1,2,3,-1
10947,1,2,3,1,0,2,0,1,1,0,3,-1
11103,1,3,3,1,0,1,0,1,2,2,3,-1
11152,0,2,1,1,0,1,1,0,0,0,3,-1
11215,1,2,3,3,0,3,0,0,1,1,3,-1
11334,1,3,3,1,0,1,0,2,0,0,3,-1
11378,1,2,1,1,0,2,0,1,1,0,3,-1
11384,0,2,3,1,0,2,0,1,1,1,3,-1
11426,1,2,1,1,0,2,0,2,0,0,3,-1
11468,1,2,3,2,0,1,0,0,1,1,3,-1
11548,1,2,3,1,0,2,0,1,1,0,3,-1
11560,1,2,1,1,0,2,0,1,1,0,3,-1
11672,1,2,3,1,0,2,0,2,0,0,3,-1
11893,1,1,3,1,0,2,0,1,1,1,3,-1
11923,1,2,2,1,0,2,0,2,0,0,3,-1
11946,0,3,3,1,0,2,0,0,2,0,3,-1
11991,1,2,3,1,0,2,0,0,2,0,3,-1
11999,0,2,3,1,0,1,0,0,1,0,3,-1
12002,1,2,1,1,0,1,0,1,1,1,3,-1
12060,1,2,1,1,0,2,0,2,0,0,3,-1
12132,1,2,3,2,0,2,0,0,2,2,3,-1
12285,0,2,3,1,0,3,0,1,1,0,3,-1
12301,1,2,3,1,0,2,0,1,1,0,3,-1
12376,1,2,3,1,0,3,0,2,1,1,3,-1
12431,1,2,2,1,0,2,0,2,1,2,3,-1
12462,0,2,1,2,0,3,0,1,0,0,3,-1
12581,1,2,3,1,0,2,0,2,0,0,3,-1
12647,1,2,1,1,0,1,0,0,2,1,3,-1
12736,1,2,1,1,0,2,0,1,1,0,3,-1
12806,1,2,3,1,0,2,0,1,1,0,3,-1
12861,1,2,3,2,0,2,0,1,1,2,3,-1
12895,1,2,3,1,0,2,0,0,2,0,3,-1
12993,0,2,3,1,0,2,0,1,1,1,3,-1
13022,0,2,3,1,0,2,0,1,1,1,3,-1
13044,1,3,3,2,0,2,0,1,1,1,3,-1
13348,1,2,3,1,0,2,0,1,1,0,3,-1
13368,1,2,2,1,0,2,0,2,0,0,3,-1
13472,0,2,3,1,0,1,0,0,1,0,3,-1
13479,0,2,3,1,0,1,0,1,0,0,3,-1
13485,1,3,3,1,0,1,0,2,1,2,3,-1
13531,1,2,3,1,0,2,0,1,1,0,3,-1
13541,1,2,1,1,0,3,0,1,2,1,3,-1
13754,1,2,1,1,0,2,0,2,0,0,3,-1
13758,0,3,3,1,0,2,0,3,0,2,3,-1
13822,1,2,3,1,0,2,0,0,2,0,3,-1
13857,1,2,3,2,0,2,0,1,1,2,3,-1
13909,1,2,1,1,0,2,0,1,1,0,3,-1
13920,0,2,3,2,0,2,0,1,0,1,3,-1
13978,1,1,3,1,0,2,0,1,1,1,3,-1
14035,1,3,3,1,0,1,0,1,1,0,3,-1
14095,1,2,3,1,0,2,0,1,1,0,3,-1
14188,1,2,2,1,0,1,0,1,1,1,3,-1
14216,1,1,3,1,0,2,0,1,1,1,3,-1
14313,1,2,3,1,0,3,0,1,2,1,3,-1
14328,1,2,1,1,0,2,0,2,0,0,3,-1
14447,1,2,3,1,0,2,0,2,1,2,3,-1
14456,1,2,3,1,0,1,0,2,0,1,3,-1
14600,1,2,2,1,0,2,0,2,0,0,3,-1
14632,1,2,1,1,0,2,0,1,1,0,3,-1
14654,0,2,3,1,0,2,0,1,1,1,3,-1
14659,0,3,1,1,0,3,0,3,0,1,3,-1
14707,0,2,3,1,0,1,0,0,1,0,3,-1
14798,1,2,3,1,0,2,0,2,0,0,3,-1
14815,1,2,3,1,0,2,0,2,0,0,3,-1
14942,1,2,3,1,0,2,0,1,1,0,3,-1
14954,1,2,3,1,0,1,0,1,1,1,3,-1
14993,1,2,2,1,0,1,0,1,1,1,3,-1
15042,0,2,1,1,0,1,0,1,0,0,3,-1
15086,1,2,3,1,0,1,0,2,0,1,3,-1
15120,1,2,3,1,0,2,0,1,1,0,3,-1
15183,0,2,1,1,0,1,0,1,0,0,3,-1
15192,1,2,2,1,0,2,0,0,2,0,3,-1
15211,1,3,3,1,0,3,0,3,0,0,3,-1
15223,1,2,3,1,0,1,0,1,1,1,3,-1
15231,1,2,3,1,0,2,0,1,1,0,3,-1
15245,0,2,3,1,0,2,0,1,1,1,3,-1
15388,1,2,1,1,0,2,0,2,0,0,3,-1
15394,1,3,3,2,0,2,0,1,1,1,3,-1
15428,1,2,1,1,0,2,0,2,0,0,3,-1
15444,1,2,3,2,0,2,0,1,1,2,3,-1
15641,1,2,3,1,0,2,0,2,0,0,3,-1
15643,0,2,1,1,0,1,0,1,0,0,3,-1
15833,1,2,1,1,0,2,0,1,2,2,3,-1
15990,1,2,2,1,0,1,0,1,1,1,3,-1
16199,0,2,3,1,0,2,0,1,1,1,3,-1
16388,0,2,2,1,0,1,0,0,1,0,3,-1
16449,1,1,1,1,0,2,0,0,2,1,3,-1
16550,1,2,3,1,0,3,0,2,1,1,3,-1
16577,1,2,2,1,0,2,0,2,0,0,3,-1
16763,0,2,2,1,0,2,0,2,0,1,3,-1
16807,0,2,3,1,0,1,0,1,0,0,3,-1
16813,1,3,3,1,0,2,0,2,1,1,3,-1
16836,1,3,2,1,0,2,0,2,1,1,3,-1
16890,0,3,3,1,0,2,0,0,2,0,3,-1
16953,0,2,3,1,0,2,0,1,1,1,3,-1
17174,1,2,3,1,0,2,0,1,1,0,3,-1
17187,1,2,3,1,0,2,0,2,0,0,3,-1
17227,1,2,2,1,0,2,0,2,0,0,3,-1
17360,1,2,3,1,0,2,0,2,0,0,3,-1
17455,1,2,3,1,0,2,0,2,1,2,3,-1
17470,0,2,1,1,0,1,0,1,0,0,3,-1
17488,1,2,3,1,0,2,0,2,0,0,3,-1
17516,0,2,1,1,0,1,0,0,1,0,3,-1
17538,0,3,3,1,0,3,0,2,1,1,3,-1
17553,1,2,3,1,0,3,0,3,0,1,3,-1
17759,1,2,3,1,0,2,0,2,1,2,3,-1
17799,1,2,2,1,0,1,0,1,1,1,3,-1
17805,1,2,3,1,0,2,0,2,0,0,3,-1
17843,1,2,3,1,0,2,0,0,2,0,3,-1
17872,1,2,1,1,0,2,0,1,1,0,3,-1
17962,0,2,3,1,0,2,0,1,1,1,3,-1
18011,0,2,3,1,0,2,0,1,1,1,3,-1
18100,1,1,2,1,0,1,0,0,1,0,3,-1
18139,1,2,3,1,0,2,0,1,1,0,3,-1
18397,0,2,3,1,0,1,0,0,1,0,3,-1
18398,1,2,3,1,0,2,0,1,1,0,3,-1
18414,1,2,3,2,0,2,0,1,0,0,3,-1
18472,1,3,3,2,0,2,0,2,0,1,3,-1
18483,1,2,4,1,0,3,0,2,1,1,3,-1
18619,1,2,1,1,0,2,0,1,1,0,3,-1
18643,1,2,1,1,0,2,0,2,0,0,3,-1
18682,1,2,1,1,0,1,0,1,1,1,3,-1
18731,0,3,3,1,0,2,0,1,1,0,3,-1
18822,1,2,1,1,0,2,0,2,0,0,3,-1
18828,1,2,3,1,0,2,0,2,0,0,3,-1
18946,0,2,1,1,0,2,0,1,1,1,3,-1
18960,0,3,3,1,0,2,0,1,1,0,3,-1
19015,1,2,3,1,0,2,0,2,0,0,3,-1
19026,1,2,3,1,1,3,0,2,1,1,3,-1
19033,0,2,3,1,0,1,0,0,1,0,3,-1
19157,1,2,1,1,0,2,0,2,0,0,3,-1
19395,1,1,1,2,0,2,0,0,1,1,3,-1
19528,0,2,3,1,0,2,0,1,1,1,3,-1
19529,0,2,1,1,0,1,0,0,1,0,3,-1
19576,1,2,2,1,0,2,0,2,0,0,3,-1
19587,1,2,1,1,0,2,0,1,1,0,3,-1
19640,1,2,3,1,0,2,0,0,2,0,3,-1
19749,1,2,3,1,0,2,0,2,0,0,3,-1
19750,0,3,3,1,0,3,0,3,0,1,3,-1
19752,0,2,3,1,0,2,0,1,1,1,3,-1
19789,1,3,3,1,0,2,0,3,0,1,3,-1
19824,1,2,3,1,0,2,0,2,1,2,3,-1
19904,1,2,1,1,0,2,0,2,0,0,3,-1
19972,1,3,3,1,0,3,0,3,1,2,3,-1
20093,1,2,3,1,0,2,0,0,2,0,3,-1
20160,1,2,3,1,0,2,0,0,2,0,3,-1
20166,1,2,3,1,0,2,0,1,1,0,3,-1
20188,1,2,3,1,0,2,0,2,0,0,3,-1
20225,0,2,3,1,0,1,0,0,1,0,3,-1
20235,1,2,2,1,0,2,0,1,1,0,3,-1
20256,1,2,3,1,0,1,0,1,1,1,3,-1
20473,1,3,3,1,0,2,0,2,1,1,3,-1
20478,1,3,3,3,0,2,0,1,0,1,3,-1
20534,1,2,3,1,0,2,0,0,2,0,3,-1
20541,1,2,3,1,0,2,0,1,1,0,3,-1
20589,1,2,3,1,0,1,0,0,2,1,3,-1
20640,1,2,1,1,0,1,0,1,1,1,3,-1
18,1,1,3,1,0,2,0,0,1,0,3,0
29,0,2,3,1,0,2,0,1,0,0,3,0
67,1,2,3,1,0,2,0,1,1,1,3,0
77,1,2,3,1,0,3,0,2,0,0,3,0
161,0,2,3,1,0,3,0,1,1,1,3,0
185,1,3,1,2,0,3,0,1,1,1,3,0
222,1,2,1,1,0,2,0,2,0,1,3,0
262,1,2,1,1,0,1,0,1,0,0,3,0
289,1,2,2,1,0,2,0,2,0,1,3,0
294,1,2,3,1,0,2,0,1,1,1,3,0
317,1,2,3,1,0,2,0,1,1,1,3,0
329,1,2,3,1,0,2,0,1,1,1,3,0
398,1,2,3,1,0,2,0,2,0,1,3,0
453,1,2,2,1,0,1,0,1,0,0,3,0
638,1,2,1,1,0,1,0,0,1,0,3,0
782,1,2,1,1,0,1,0,1,0,0,3,0
1000,1,2,1,1,0,1,0,1,0,0,3,0
1036,1,2,3,1,0,2,0,1,1,1,3,0
1290,1,2,3,1,0,2,0,0,2,1,3,0
1330,0,2,2,1,0,2,0,0,1,0,3,0
1353,0,2,3,1,0,2,0,1,0,0,3,0
1363,0,2,2,1,0,2,0,1,0,0,3,0
1455,1,1,1,1,0,1,0,0,1,1,3,0
1468,0,2,2,1,0,2,0,1,0,0,3,0
1470,1,1,1,1,0,1,0,0,1,1,3,0
1477,0,2,3,1,0,1,0,0,1,1,3,0
1566,1,2,3,1,0,2,0,1,1,1,3,0
1604,0,2,3,1,0,3,0,1,1,1,3,0
1642,0,2,1,1,0,2,0,1,0,0,3,0
1789,0,2,3,1,0,2,0,1,0,0,3,0
1863,0,2,1,1,0,1,0,0,1,1,3,0
